Артикул;Название;Цвет;Категория;Описание;Состав;Размер;Коллекция;Группа;Тема
0639/42/587;Платье “Вилена”;коралловое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/44/587;Платье “Вилена”;коралловое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/46/587;Платье “Вилена”;коралловое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/48/587;Платье “Вилена”;коралловое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/50/587;Платье “Вилена”;коралловое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/52/587;Платье “Вилена”;коралловое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/54/587;Платье “Вилена”;коралловое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/42/420;Платье “Вилена”;бирюзовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/44/420;Платье “Вилена”;бирюзовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/46/420;Платье “Вилена”;бирюзовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/48/420;Платье “Вилена”;бирюзовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/50/420;Платье “Вилена”;бирюзовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/52/420;Платье “Вилена”;бирюзовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/54/420;Платье “Вилена”;бирюзовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/42/61;Платье “Вилена”;серое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/44/61;Платье “Вилена”;серое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/46/61;Платье “Вилена”;серое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/48/61;Платье “Вилена”;серое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/50/61;Платье “Вилена”;серое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/52/61;Платье “Вилена”;серое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/54/61;Платье “Вилена”;серое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/42/999;Платье “Вилена”;тёмно-синее;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/44/999;Платье “Вилена”;тёмно-синее;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/46/999;Платье “Вилена”;тёмно-синее;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/48/999;Платье “Вилена”;тёмно-синее;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/50/999;Платье “Вилена”;тёмно-синее;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/52/999;Платье “Вилена”;тёмно-синее;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/54/999;Платье “Вилена”;тёмно-синее;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/42/101;Платье “Вилена”;белое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/44/101;Платье “Вилена”;белое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/46/101;Платье “Вилена”;белое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/48/101;Платье “Вилена”;белое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/50/101;Платье “Вилена”;белое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/52/101;Платье “Вилена”;белое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/54/101;Платье “Вилена”;белое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/42/1192;Платье “Вилена”;тёмно-фиолетовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/44/1192;Платье “Вилена”;тёмно-фиолетовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/46/1192;Платье “Вилена”;тёмно-фиолетовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/48/1192;Платье “Вилена”;тёмно-фиолетовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/50/1192;Платье “Вилена”;тёмно-фиолетовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/52/1192;Платье “Вилена”;тёмно-фиолетовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/54/1192;Платье “Вилена”;тёмно-фиолетовое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/42/1199;Платье “Вилена”;жёлтое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/44/1199;Платье “Вилена”;жёлтое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/46/1199;Платье “Вилена”;жёлтое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
0639/48/1199;Платье “Вилена”;жёлтое;Одежда/Платья;Офисное платье классического стиля, прилегающего силуэта, с застежкой на молнию по центру спинки. Горловина круглой формы с разрезом по переду, обработанная обшивками. Спереди расположена вставка с небольшими, застрочеными складками. Рукава вшивные, короткие. Низ платья украшен великолепной вышивкой цветов и семян одуванчиков. Длина платья по спинке в размерах 42-48 94см, в размерах 50-54 98см. Длина короткого рукава 10см.;100% лён;;Лето 2017;Вышитая одежда;Цветы,Симфония цветов,Городской романс
